family,pair,setup,level,arm_a,arm_b,metric,k,mean_a,mean_b,delta,delta_ci_lo,delta_ci_hi,t_nb,p_nb,p_nb_bonf,w,p_wilcoxon,p_wilcoxon_bonf,significant
leakage,acousticguitar_violin,w10,caption,caption,caption_noclass,accuracy,25,0.9830291948330099,0.8146864065323607,0.16834278830064925,0.16374486567913982,0.17294071092215868,28.064170039490392,7.30748583335495e-20,5.8459886666839594e-18,0.0,5.960464477539063e-08,4.76837158203125e-06,True
leakage,acousticguitar_violin,w10,caption,caption,caption_noclass,balanced_accuracy,25,0.9838703516893602,0.8224336646224557,0.16143668706690442,0.15700900331948792,0.16586437081432093,27.947630217895473,8.051981497758954e-20,6.4415851982071635e-18,0.0,5.960464477539063e-08,4.76837158203125e-06,True
leakage,acousticguitar_violin,w10,caption,caption,caption_noclass,f1_macro,25,0.9823418088866839,0.8114342142752531,0.1709075946114308,0.16632862130812578,0.1754865679147358,28.60965333645059,4.663575060336443e-20,3.730860048269154e-18,0.0,5.960464477539063e-08,4.76837158203125e-06,True
leakage,acousticguitar_violin,w10,caption,caption,caption_noclass,roc_auc,25,0.9980310992945597,0.8990620975084691,0.09896900178609061,0.09515881760697296,0.10277918596520826,19.910059855338588,1.9839126248920252e-16,1.5871300999136202e-14,0.0,5.960464477539063e-08,4.76837158203125e-06,True
leakage,acousticguitar_violin,w10,caption,caption,caption_noclass,brier,25,0.02630154469799038,0.1423170042854497,-0.11601545958745932,-0.11752630920360818,-0.11450460997131046,-58.859148002519184,1.818510996710545e-27,1.4548087973684359e-25,0.0,5.960464477539063e-08,4.76837158203125e-06,True
leakage,acousticguitar_violin,w15,caption,caption,caption_noclass,accuracy,25,0.976360207928965,0.8260390246079022,0.15032118332106284,0.14493547476352928,0.1557068918785964,21.394231096536924,3.860208061184326e-17,3.0881664489474605e-15,0.0,5.960464477539063e-08,4.76837158203125e-06,True
leakage,acousticguitar_violin,w15,caption,caption,caption_noclass,balanced_accuracy,25,0.9779475520361228,0.8342702243040963,0.1436773277320269,0.13870504192247096,0.14864961354158285,22.14886636556546,1.7460154580946164e-17,1.3968123664756932e-15,0.0,5.960464477539063e-08,4.76837158203125e-06,True
leakage,acousticguitar_violin,w15,caption,caption,caption_noclass,f1_macro,25,0.9754511066093482,0.8229829368946083,0.1524681697147399,0.14710466488044488,0.1578316745490349,21.789629991865585,2.5393499247072738e-17,2.031479939765819e-15,0.0,5.960464477539063e-08,4.76837158203125e-06,True
leakage,acousticguitar_violin,w15,caption,caption,caption_noclass,roc_auc,25,0.9971807550347751,0.9093186317204456,0.08786212331432956,0.08374889930991535,0.09197534731874378,16.373392691398024,1.587876758792045e-14,1.2703014070336358e-12,0.0,5.960464477539063e-08,4.76837158203125e-06,True
leakage,acousticguitar_violin,w15,caption,caption,caption_noclass,brier,25,0.04455426571259625,0.14271644533986497,-0.09816217962726873,-0.09970403189596073,-0.09662032735857672,-48.80010697294783,1.5757924958776826e-25,1.2606339967021461e-23,0.0,5.960464477539063e-08,4.76837158203125e-06,True
leakage,acousticguitar_violin,w20,caption,caption,caption_noclass,accuracy,25,0.9702534502376012,0.8243056109586595,0.14594783927894167,0.14112449545407896,0.15077118310380438,23.193633687813954,6.0570334365909144e-18,4.845626749272732e-16,0.0,1.2279185361336645e-05,0.0009823348289069317,True
leakage,acousticguitar_violin,w20,caption,caption,caption_noclass,balanced_accuracy,25,0.9722311785778477,0.83287950805939,0.13935167051845765,0.13472160848197515,0.14398173255494015,23.06984700642582,6.8507045204651845e-18,5.480563616372148e-16,0.0,5.960464477539063e-08,4.76837158203125e-06,True
leakage,acousticguitar_violin,w20,caption,caption,caption_noclass,f1_macro,25,0.9691453906516051,0.8213056715177904,0.1478397191338145,0.14300777271472392,0.15267166555290507,23.452457850005214,4.691274431406269e-18,3.7530195451250156e-16,0.0,5.960464477539063e-08,4.76837158203125e-06,True
leakage,acousticguitar_violin,w20,caption,caption,caption_noclass,roc_auc,25,0.9956708733113279,0.9145283134623281,0.08114255984899968,0.07710025944747621,0.08518486025052315,15.386486667328874,6.231098398597024e-14,4.984878718877619e-12,0.0,5.960464477539063e-08,4.76837158203125e-06,True
leakage,acousticguitar_violin,w20,caption,caption,caption_noclass,brier,25,0.05938891269909349,0.14180481425687333,-0.08241590155777985,-0.08355581610745963,-0.08127598700810007,-55.418920497465166,7.639174564653436e-27,6.111339651722749e-25,0.0,5.960464477539063e-08,4.76837158203125e-06,True
leakage,acousticguitar_violin,w25,caption,caption,caption_noclass,accuracy,25,0.9635969033754992,0.8227772170537446,0.14081968632175448,0.13607308221259878,0.14556629043091018,22.74048415695349,9.53476379449333e-18,7.627811035594664e-16,0.0,5.960464477539063e-08,4.76837158203125e-06,True
leakage,acousticguitar_violin,w25,caption,caption,caption_noclass,balanced_accuracy,25,0.966226533522958,0.8321295779310202,0.13409695559193782,0.1295107646709112,0.13868314651296446,22.412284823414613,1.3313196866516719e-17,1.0650557493213376e-15,0.0,5.960464477539063e-08,4.76837158203125e-06,True
leakage,acousticguitar_violin,w25,caption,caption,caption_noclass,f1_macro,25,0.9623154868405882,0.8199374868137308,0.1423780000268576,0.13762537756704765,0.14713062248666756,22.963015405726605,7.622509575782997e-18,6.098007660626397e-16,0.0,5.960464477539063e-08,4.76837158203125e-06,True
leakage,acousticguitar_violin,w25,caption,caption,caption_noclass,roc_auc,25,0.9940667428219715,0.9160686598815293,0.077998082940442,0.07471409623180217,0.08128206964908183,18.20546948169067,1.495005757983274e-15,1.1960046063866192e-13,0.0,5.960464477539063e-08,4.76837158203125e-06,True
leakage,acousticguitar_violin,w25,caption,caption,caption_noclass,brier,25,0.06983423170948398,0.14185545771455144,-0.07202122600506745,-0.07314648539117286,-0.07089596661896205,-49.05996238757523,1.3889059003556899e-25,1.1111247202845519e-23,0.0,5.960464477539063e-08,4.76837158203125e-06,True
leakage,acousticguitar_violin,w30,caption,caption,caption_noclass,accuracy,25,0.9596051848381412,0.8338925819333824,0.12571260290475875,0.12127841554668115,0.13014679026283635,21.731220790630957,2.7002389731435734e-17,2.1601911785148588e-15,0.0,5.960464477539063e-08,4.76837158203125e-06,True
leakage,acousticguitar_violin,w30,caption,caption,caption_noclass,balanced_accuracy,25,0.9626123666042978,0.8445887214535368,0.11802364515076111,0.11376093561818687,0.12228635468333535,21.222797419970455,4.6389458863205977e-17,3.711156709056478e-15,0.0,5.960464477539063e-08,4.76837158203125e-06,True
leakage,acousticguitar_violin,w30,caption,caption,caption_noclass,f1_macro,25,0.958212924881451,0.8314136400162947,0.12679928486515635,0.1224156288170487,0.131182940913264,22.171734949895004,1.7051942011566268e-17,1.3641553609253014e-15,0.0,5.960464477539063e-08,4.76837158203125e-06,True
