pair,arm,setup,level,metric,mean,sd,ci_lo,ci_hi,k
ant_bee,caption_tagsub,w30,image,f1_bee,0.9113985757456827,0.018240601689530345,0.9038692254276325,0.918927926063733,25
ant_bee,caption_noclass_tagsub,w03,caption,accuracy,0.8573484508611561,0.01595550610556879,0.8507623416408899,0.8639345600814222,25
ant_bee,caption_noclass_tagsub,w03,caption,balanced_accuracy,0.8566971505840655,0.01583089670044723,0.8501624775981985,0.8632318235699324,25
ant_bee,caption_noclass_tagsub,w03,caption,precision_macro,0.8581644039663848,0.016329031011155723,0.8514241112430441,0.8649046966897256,25
ant_bee,caption_noclass_tagsub,w03,caption,recall_macro,0.8566971505840655,0.01583089670044723,0.8501624775981985,0.8632318235699324,25
ant_bee,caption_noclass_tagsub,w03,caption,f1_macro,0.8568615966275295,0.015935969882212936,0.8502835515639201,0.8634396416911388,25
ant_bee,caption_noclass_tagsub,w03,caption,roc_auc,0.9284315872695892,0.010006540885117926,0.9243010902016559,0.9325620843375225,25
ant_bee,caption_noclass_tagsub,w03,caption,pr_auc,0.9294877250961946,0.012840179493618426,0.9241875594986096,0.9347878906937795,25
ant_bee,caption_noclass_tagsub,w03,caption,log_loss,0.3498904421278569,0.01750055754508564,0.3426665670188588,0.35711431723685505,25
ant_bee,caption_noclass_tagsub,w03,caption,brier,0.10584859383136036,0.0070651549721964845,0.10293224119440128,0.10876494646831944,25
ant_bee,caption_noclass_tagsub,w03,caption,mcc,0.7148579712454288,0.03211342097775545,0.7016022025724399,0.7281137399184178,25
ant_bee,caption_noclass_tagsub,w03,caption,kappa,0.7139073282588122,0.03189523097389732,0.7007416239928481,0.7270730325247763,25
ant_bee,caption_noclass_tagsub,w03,caption,precision_ant,0.8494632903093656,0.01923490294055729,0.8415235126069515,0.8574030680117798,25
ant_bee,caption_noclass_tagsub,w03,caption,recall_ant,0.8754204505793014,0.02896730591281701,0.863463334377761,0.8873775667808418,25
ant_bee,caption_noclass_tagsub,w03,caption,f1_ant,0.8619220636673974,0.017488536802416712,0.8547031504771001,0.8691409768576948,25
ant_bee,caption_noclass_tagsub,w03,caption,precision_bee,0.866865517623404,0.025864212831496168,0.8561892952912908,0.8775417399555172,25
ant_bee,caption_noclass_tagsub,w03,caption,recall_bee,0.8379738505888297,0.024245424491032123,0.8279658312422092,0.8479818699354501,25
ant_bee,caption_noclass_tagsub,w03,caption,f1_bee,0.8518011295876612,0.017133984807854278,0.8447285682676838,0.8588736909076385,25
ant_bee,caption_noclass_tagsub,w03,image,accuracy,0.8664661626026529,0.01622062655669864,0.8597706170388377,0.873161708166468,25
